id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
44344363,2020/01/26 9:33 AM AEDT,2020-01-26,2020-01-25 22:33:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2020-04-30 06:08:50 UTC,2020-05-06 09:30:37 UTC,research,,https://www.inaturalist.org/observations/44344363,https://static.inaturalist.org/photos/70306801/medium.jpeg,,"","",3,0,false,,,,,,"Victoria, Australia",-38.475833,145.028722,28240,private,obscured,true,,,,,,,,,Common Sea Dragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
44344365,2020/02/29 12:56 PM AEDT,2020-02-29,2020-02-29 01:56:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2020-04-30 06:08:50 UTC,2020-05-06 09:30:09 UTC,research,,https://www.inaturalist.org/observations/44344365,https://static.inaturalist.org/photos/70306812/medium.jpg,,"","",3,0,false,,,,,,"Glamorgan-Spring Bay, Tasmania, Australia",-41.8702777783,148.3026388883,27723,private,obscured,true,,,,,,,,,Common Sea Dragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
57202845,2020/08/21 2:47 PM AEST,2020-08-21,2020-08-21 04:47:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2020-08-22 10:28:11 UTC,2020-08-22 23:43:19 UTC,research,,https://www.inaturalist.org/observations/57202845,https://static.inaturalist.org/photos/91224333/medium.jpg,,"",Left Side,2,0,false,,,,,,"Esperance, WA, Australia",-33.9946388883,122.2239722217,28902,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
57202847,2020/08/21 3:00 PM AEST,2020-08-21,2020-08-21 05:00:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2020-08-22 10:28:11 UTC,2020-08-29 09:03:55 UTC,research,,https://www.inaturalist.org/observations/57202847,https://static.inaturalist.org/photos/91224342/medium.jpg,,"",Left Side,2,0,false,,,,,,"Esperance, WA, Australia",-33.9946388883,122.2239722217,28902,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
57202849,2020/08/21 3:03 PM AEST,2020-08-21,2020-08-21 05:03:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2020-08-22 10:28:13 UTC,2020-08-29 09:03:27 UTC,research,,https://www.inaturalist.org/observations/57202849,https://static.inaturalist.org/photos/91224351/medium.jpg,,"",Left Side,2,0,false,,,,,,"Esperance, WA, Australia",-33.9946388883,122.2239722217,28902,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
57817090,2020/08/25 3:01 PM AEST,2020-08-25,2020-08-25 05:01:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2020-08-28 11:01:02 UTC,2020-08-29 09:00:45 UTC,research,,https://www.inaturalist.org/observations/57817090,https://static.inaturalist.org/photos/92256093/medium.jpg,,"",Left Side,1,0,false,,,,,,"Esperance, WA, Australia",-33.9959166667,122.2234166667,28902,private,obscured,true,,,,,,,,,Common Sea Dragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
57817092,2020/08/25 2:44 PM AEST,2020-08-25,2020-08-25 04:44:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2020-08-28 11:01:03 UTC,2020-08-29 08:59:50 UTC,research,,https://www.inaturalist.org/observations/57817092,https://static.inaturalist.org/photos/92256102/medium.jpg,,"",Left Side,1,0,false,,,,,,"Esperance, WA, Australia",-33.9959166667,122.2234166667,28902,private,obscured,true,,,,,,,,,Common Sea Dragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
57817094,2020/08/25 2:26 PM AEST,2020-08-25,2020-08-25 04:26:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2020-08-28 11:01:03 UTC,2020-08-29 08:59:22 UTC,research,,https://www.inaturalist.org/observations/57817094,https://static.inaturalist.org/photos/92256113/medium.jpg,,"",Left Side,1,0,false,,,,,,"Esperance, WA, Australia",-33.9959166667,122.2234166667,28902,private,obscured,true,,,,,,,,,Common Sea Dragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
57817095,2020/08/25 2:12 PM AEST,2020-08-25,2020-08-25 04:12:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2020-08-28 11:01:04 UTC,2021-07-14 22:30:56 UTC,research,,https://www.inaturalist.org/observations/57817095,https://static.inaturalist.org/photos/92256123/medium.jpg,,"",Left Side,2,0,false,,,,,,"Esperance, Western Australia, Australia",-33.9942222217,122.224194445,28902,private,obscured,true,,,,,,,,,Common Sea Dragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
57817516,2020/08/25 2:27 PM AEST,2020-08-25,2020-08-25 04:27:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2020-08-28 11:13:40 UTC,2021-07-14 22:31:02 UTC,research,,https://www.inaturalist.org/observations/57817516,https://static.inaturalist.org/photos/92256927/medium.jpg,,"",Right Side,2,0,false,,,,,,"Esperance, WA, Australia",-33.9959166667,122.2234166667,28902,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
58011236,2020/08/25 3:04 PM AEST,2020-08-25,2020-08-25 05:04:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2020-08-30 09:54:44 UTC,2021-07-14 22:31:08 UTC,research,,https://www.inaturalist.org/observations/58011236,https://static.inaturalist.org/photos/92582082/medium.jpeg,,"",Photo Taken By Rosie Leaney,2,0,false,,,,,14,Lucky Bay,-33.995262,122.223501,28902,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
58011237,2020/08/21 3:19 PM AEST,2020-08-21,2020-08-21 05:19:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2020-08-30 09:54:44 UTC,2020-08-31 04:39:17 UTC,research,,https://www.inaturalist.org/observations/58011237,https://static.inaturalist.org/photos/92582089/medium.jpeg,,"",Photo Taken By Rosie Leaney,1,0,false,,,,,14,"Esperance, WA, Australia",-33.995262,122.223501,28902,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
58011239,2020/08/25 2:58 PM AEST,2020-08-25,2020-08-25 04:58:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2020-08-30 09:54:45 UTC,2020-09-26 02:58:03 UTC,research,,https://www.inaturalist.org/observations/58011239,https://static.inaturalist.org/photos/92582096/medium.jpeg,,"",Photo Taken By Rosie Leaney,1,0,false,,,,,14,"Esperance, WA, Australia",-33.995262,122.223501,28902,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
69979890,2021/02/14 12:56 PM AEDT,2021-02-14,2021-02-14 01:56:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-02-22 11:05:29 UTC,2021-07-27 07:00:32 UTC,research,,https://www.inaturalist.org/observations/69979890,https://static.inaturalist.org/photos/113677349/medium.jpg,,"","",1,0,false,,,,,,"Esperance, WA, Australia",-33.9930277783,122.223305555,28902,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
69979978,2021/02/14 12:50 PM AEDT,2021-02-14,2021-02-14 01:50:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-02-22 11:08:51 UTC,2021-07-27 07:00:28 UTC,research,,https://www.inaturalist.org/observations/69979978,https://static.inaturalist.org/photos/113677450/medium.jpg,,"","",1,0,false,,,,,,"Esperance, WA, Australia",-33.9930277783,122.223305555,28902,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
69980079,2021/02/14 12:23 PM AEDT,2021-02-14,2021-02-14 01:23:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-02-22 11:14:35 UTC,2021-07-27 07:00:24 UTC,research,,https://www.inaturalist.org/observations/69980079,https://static.inaturalist.org/photos/113677605/medium.jpg,,"","",1,0,false,,,,,,"Esperance, WA, Australia",-33.9930277783,122.223305555,28902,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
69980110,2021/02/14 12:01 PM AEDT,2021-02-14,2021-02-14 01:01:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-02-22 11:16:47 UTC,2021-07-27 07:00:20 UTC,research,,https://www.inaturalist.org/observations/69980110,https://static.inaturalist.org/photos/113677660/medium.jpg,,"","",2,0,false,,,,,,"Esperance, WA, Australia",-33.9930277783,122.223305555,28902,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
69980253,2021/02/13 12:18 PM AEDT,2021-02-13,2021-02-13 01:18:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-02-22 11:24:08 UTC,2021-07-27 07:00:17 UTC,research,,https://www.inaturalist.org/observations/69980253,https://static.inaturalist.org/photos/113678009/medium.jpg,,"","",2,0,false,,,,,,"Esperance, WA, Australia",-33.9930277783,122.223305555,28902,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87054799,2015/04/18 1:10 PM AEST,2015-04-18,2015-04-18 03:10:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-14 22:25:31 UTC,2021-07-14 22:28:56 UTC,research,,https://www.inaturalist.org/observations/87054799,https://static.inaturalist.org/photos/143496724/medium.jpeg,,"",,1,0,false,,,,,,"Jervis Bay JBT 2540, Australia",-35.1173611117,150.7563333333,28734,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87054802,2015/04/18 12:47 PM AEST,2015-04-18,2015-04-18 02:47:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-14 22:25:32 UTC,2021-07-14 22:27:47 UTC,research,,https://www.inaturalist.org/observations/87054802,https://static.inaturalist.org/photos/143496741/medium.jpeg,,"",,1,0,false,,,,,,"Jervis Bay JBT 2540, Australia",-35.1173611117,150.7563333333,28734,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87102252,2015/02/22 1:29 PM AEDT,2015-02-22,2015-02-22 02:29:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-15 09:58:54 UTC,2021-07-15 21:59:35 UTC,research,,https://www.inaturalist.org/observations/87102252,https://static.inaturalist.org/photos/143584520/medium.jpeg,,"",some appendages seemed to be missing,1,0,false,,,,,,"Yankalilla, South Australia, Australia",-35.521444445,138.187194445,28677,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87225289,2016/04/16 6:42 PM AEST,2016-04-16,2016-04-16 08:42:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-16 02:41:47 UTC,2021-07-16 02:55:30 UTC,research,,https://www.inaturalist.org/observations/87225289,https://static.inaturalist.org/photos/143771656/medium.jpeg,,"",,2,0,false,,,,,,"Sydney NSW, Australia",-34.0027222217,151.2275,28874,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87225290,2016/02/22 3:36 PM AEDT,2016-02-22,2016-02-22 04:36:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-16 02:41:47 UTC,2021-07-16 02:55:18 UTC,research,,https://www.inaturalist.org/observations/87225290,https://static.inaturalist.org/photos/143771665/medium.jpeg,,"",,2,0,false,,,,,,"Sydney NSW, Australia",-34.0026388883,151.22675,28874,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87225292,2016/02/20 6:45 PM AEDT,2016-02-20,2016-02-20 07:45:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-16 02:41:47 UTC,2021-07-16 02:55:15 UTC,research,,https://www.inaturalist.org/observations/87225292,https://static.inaturalist.org/photos/143771684/medium.jpeg,,"",,2,0,false,,,,,,"Sydney NSW, Australia",-34.0026388883,151.22675,28874,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87225293,2015/11/22 10:03 AM AEDT,2015-11-22,2015-11-21 23:03:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-16 02:41:48 UTC,2021-07-16 02:55:01 UTC,research,,https://www.inaturalist.org/observations/87225293,https://static.inaturalist.org/photos/143771697/medium.jpeg,,"",,2,0,false,,,,,,"Sutherland Shire - East, New South Wales, Australia",-34.0024166667,151.2267777783,28874,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87225294,2015/10/31 7:39 AM AEDT,2015-10-31,2015-10-30 20:39:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-16 02:41:49 UTC,2021-07-16 02:55:33 UTC,research,,https://www.inaturalist.org/observations/87225294,https://static.inaturalist.org/photos/143771713/medium.jpeg,,"",,2,0,false,,,,,,"Sutherland Shire - East, New South Wales, Australia",-34.0024166667,151.2267777783,28874,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87225295,2015/04/18 1:10 PM AEST,2015-04-18,2015-04-18 03:10:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-16 02:41:49 UTC,2021-07-16 02:55:39 UTC,research,,https://www.inaturalist.org/observations/87225295,https://static.inaturalist.org/photos/143771784/medium.jpeg,,"",,2,0,false,,,,,,"Jervis Bay JBT 2540, Australia",-35.1173611117,150.7563333333,28734,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87225298,2015/04/18 12:47 PM AEST,2015-04-18,2015-04-18 02:47:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-16 02:41:49 UTC,2021-07-16 02:55:47 UTC,research,,https://www.inaturalist.org/observations/87225298,https://static.inaturalist.org/photos/143771799/medium.jpeg,,"",,2,0,false,,,,,,"Jervis Bay JBT 2540, Australia",-35.1173611117,150.7563333333,28734,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87225299,2015/03/29 10:02 AM AEDT,2015-03-29,2015-03-28 23:02:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-16 02:41:50 UTC,2021-07-16 02:55:56 UTC,research,,https://www.inaturalist.org/observations/87225299,https://static.inaturalist.org/photos/143771815/medium.jpeg,,"",,2,0,false,,,,,,"Sutherland Shire - East, New South Wales, Australia",-34.0023611117,151.2269722217,28874,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87225300,2015/03/29 9:47 AM AEDT,2015-03-29,2015-03-28 22:47:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-16 02:41:50 UTC,2021-07-16 02:56:55 UTC,research,,https://www.inaturalist.org/observations/87225300,https://static.inaturalist.org/photos/143771829/medium.jpeg,,"",,2,0,false,,,,,,"Sutherland Shire - East, New South Wales, Australia",-34.0023611117,151.2269722217,28874,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87225301,2015/03/29 9:31 AM AEDT,2015-03-29,2015-03-28 22:31:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-16 02:41:51 UTC,2021-07-16 02:56:50 UTC,research,,https://www.inaturalist.org/observations/87225301,https://static.inaturalist.org/photos/143771852/medium.jpeg,,"",,2,0,false,,,,,,"Sutherland Shire - East, New South Wales, Australia",-34.0023611117,151.2269722217,28874,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87225302,2015/03/28 2:16 PM AEDT,2015-03-28,2015-03-28 03:16:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-16 02:41:51 UTC,2021-07-16 02:56:29 UTC,research,,https://www.inaturalist.org/observations/87225302,https://static.inaturalist.org/photos/143771869/medium.jpeg,,"",,2,0,false,,,,,,"Sutherland Shire - East, New South Wales, Australia",-34.0023611117,151.2269722217,28874,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87225303,2015/03/28 2:07 PM AEDT,2015-03-28,2015-03-28 03:07:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-16 02:41:51 UTC,2021-07-16 02:56:00 UTC,research,,https://www.inaturalist.org/observations/87225303,https://static.inaturalist.org/photos/143771891/medium.jpeg,,"",,2,0,false,,,,,,"Sutherland Shire - East, New South Wales, Australia",-34.0023611117,151.2269722217,28874,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87225306,2015/03/28 2:06 PM AEDT,2015-03-28,2015-03-28 03:06:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-16 02:41:52 UTC,2021-07-16 02:57:20 UTC,research,,https://www.inaturalist.org/observations/87225306,https://static.inaturalist.org/photos/143771917/medium.jpeg,,"",,2,0,false,,,,,,"Sutherland Shire - East, New South Wales, Australia",-34.0023611117,151.2269722217,28874,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
87225308,2015/03/28 1:52 PM AEDT,2015-03-28,2015-03-28 02:52:00 UTC,Sydney,44169,scott1e2310,Scott Portelli,2021-07-16 02:41:53 UTC,2021-07-16 02:59:31 UTC,research,,https://www.inaturalist.org/observations/87225308,https://static.inaturalist.org/photos/143771993/medium.jpeg,,"",,2,0,false,,,,,,"Sutherland Shire - East, New South Wales, Australia",-34.0023611117,151.2269722217,28874,private,obscured,true,,,,,,,,,Weedy Seadragon,Phyllopteryx taeniolatus,Weedy Seadragon,Actinopterygii,54536
